title,vote_average,vote_count,original_language
Monsters of California,0,0,en
Cold Zone,4.8,36,en
Jupiter's Moon,5.6,94,hu
Disaster in Time,6.5,53,en
Atlantis: The Lost Continent,5.4,28,en
Doubutsu Sentai Zyuohger vs. Ninninger the Movie: Super Sentai's Message from the Future,4,2,ja
Electroma,6.5,82,en
Alienate,4.1,34,en
Patrick,6.2,65,en
Future Cops,5.7,29,cn
The Clockwork Girl,6.6,6,en
Lockjaw: Rise of the Kulev Serpent,3.1,8,en
War-Gods of the Deep,4.8,48,en
Holiday on Mars,3.4,138,it
2025: The World Enslaved by a Virus,2.2,11,en
Time of the Apes,3.5,17,ja
Curse of the Mayans,4.1,19,es
Unearthed,4.1,54,en
Carnosaur,4.1,77,en
The Three Lives of Thomasina,6.9,38,en
Battle Drone,5.3,55,en
Magical Girl Lyrical Nanoha: The Movie 1st,7.4,7,ja
Shock Waves,5,86,en
The Wasp Woman,4.3,73,en
Bushworld Adventures,6.8,9,en
Kamen Rider Kabuto: God Speed Love,6.3,8,ja
Space Warriors,5.2,32,en
Mission Galactica: The Cylon Attack,7,41,en
Turn A Gundam I: Earth Light,5.6,8,en
Strange Invaders,4.9,51,en
Project Wolf Hunting,0,0,ko
Scream and Scream Again,5.4,77,en
Special,6.2,71,en
Snake 3: Dinosaur vs. Python,3.5,2,zh
Spiderbabe,4.8,20,en
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger en film,7,1,ja
Samurai Princess,4.2,17,ja
Asylum: Twisted Horror & Fantasy Tales,6.1,25,en
The Hive,5.6,77,en
Astral,4.6,55,en
Sleight,5.4,469,en
Day 6,4.2,18,it
Baoh: The Visitor,6.2,18,ja
Wicked Stepmother,4.8,25,en
Tentacles,4.8,66,en
Mobile Suit Gundam: The 08th MS Team - Miller's Report,7,8,ja
Invasion of the Saucer-Men,4.9,29,en
Rats: Night of Terror,4.6,77,it
The Breed,5.4,47,en
Alien Agent,4.3,33,en
Robosapien: Rebooted,5.5,51,en
2019: After the Fall of New York,5.3,71,it
Curvature,4.8,45,en
Stepsister from Planet Weird,5.6,40,en
Blood Beach,4.5,51,en
Virtual Sexuality,5.3,38,en
Seattle Superstorm,4.9,38,en
Last Woman on Earth,4.5,37,en
Armstrong,6.3,29,en
The Three Stooges in Orbit,5.4,11,en
The Black Hole,3.6,30,en
Space Amoeba,6.6,34,ja
Abbott and Costello Go to Mars,5.7,35,en
Breeders,4.4,41,en
The Dark Kingdom,5.1,22,en
Erotibot,3.7,12,ja
The Kovak Box,5.9,81,en
Robot on the Road,7.8,22,ja
Embers,5.7,58,en
Kamen Rider Den-O & Kiva: Climax Deka,8.3,6,ja
Great Mazinger vs. Getter Robo,5.8,8,ja
Robot Riot,5.2,30,en
Neverknock,4.6,44,en
Sharkman,3.3,13,en
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",4,25,en
Slipstream,4.6,39,en
Kamen Rider × Kamen Rider OOO & W Featuring Skull: Movie Wars Core,4.4,6,ja
Hover,5,20,en
Taking Earth,3.7,34,en
War of the Worlds: Goliath,4.8,17,en
Dudes & Dragons,4.3,18,en
Beast of the Bering Sea,4.6,15,en
Nothing,5.7,89,en
Emmanuelle Through Time: Emmanuelle's Forbidden Pleasures,4.5,4,en
Rewind,5.8,33,en
Robotropolis,3,43,en
The Return,6.4,52,en
Through The Valley of The Hunter,1,1,en
Star Kid,6.3,80,en
Rainbow Brite and the Star Stealer,5.6,27,en
The Mole People,5.1,44,en
Big Boobs Buster,7,1,ja
Terrordactyl,5.1,27,en
The Red Sparrow,4,1,zh
Heart of a Dog,7.7,128,ru
Undergods,6.1,37,en
Robotech: The Shadow Chronicles,6,22,en
Blood Vessel,5.5,50,en
Space Mutiny,2.6,57,en
The Hitch Hikers Guide to the Galaxy,7,111,en
KISS Meets the Phantom of the Park,5.5,60,en
Project Legion,0,0,en
Campus Code,5.1,9,en
Santa Claus Conquers the Martians,3,97,en
Oceans Rising,4.7,93,en
Strippers from Another World,6.1,11,en
Jekyll and Hyde... Together Again,5.4,14,en
Death Valley,4.6,25,en
"Yor, the Hunter from the Future",4.1,36,it
Lust of the Vampire,6.4,52,it
American Warships,3.7,50,en
The Kindred,6.2,44,en
Bad Kids of Crestview Academy,5,40,en
The Return,6.1,87,en
Sharkansas Women's Prison Massacre,5.4,38,en
The Devil and Max Devlin,5.8,32,en
I Am Mortal,5.4,12,en
Roswell,5.9,37,en
Robot Monster,3.9,63,en
Deep Shock,5.5,42,en
The Pirates Who Don't Do Anything: A VeggieTales Movie,5.6,63,en
Tales of the Bizarre: 2014 Spring Special,6,3,ja
The Garden of Sinners: Recalled Out Summer - Extra Chorus,7.1,26,ja
Alien: Covenant - Prologue: Phobos,5.7,17,en
The People That Time Forgot,5.5,53,en
Hands of Steel,5.3,55,it
Island of Terror,5.8,78,en
Eve of Destruction,4.3,35,en
Flesh Gordon Meets the Cosmic Cheerleaders,4.4,22,en
Bullets of Justice,5.5,38,en
A Wind Named Amnesia,5.5,27,ja
Lazarus,4.7,3,en
Doctor Who: The Husbands of River Song,8,136,en
Amelia 2.0,5.9,19,en
Vampire Bats,4.8,20,en
Panic in Year Zero!,6.3,75,en
The Inhabited Island 2: Rebellion,5.2,48,ru
Crossworlds,4.9,43,en
Growth,5.5,71,en
Psalm 21,3.9,22,sv
MindGamers,4.3,24,en
Killer Fish,4.5,36,en
Towa no Quon 2: Dancing Orchid in Chaos,6.2,9,ja
Python 2,5.7,38,en
Absolon,4.1,58,en
Spiders II: Breeding Ground,4.5,37,en
Termination Point,4.5,29,en
The Eternal Evil of Asia,5.1,8,cn
Loveland,4.9,14,en
Triassic Attack,3.4,38,en
Samurai Jack: The Premiere Movie,8.1,25,en
Kill Mode,5.3,50,en
Attack of the Giant Leeches,4.1,47,en
Buck Rogers in the 25th Century,6.1,50,en
Dream,6.5,47,ko
Nightwish,4.7,35,en
The Human Race,4.9,137,en
Hobgoblins,2.7,79,en
Reaper,5.6,48,en
Alpha Code,5.2,5,en
Mutant World,2.7,18,en
The Satan Bug,6.3,28,en
Seijuu Sentai Gingaman vs Megaranger,5.2,6,ja
Carnal Redemption,0,0,en
Legend of the Galactic Heroes: Golden Wings,7.8,12,ja
Mondocane,6.4,74,it
Asteroid-a-Geddon,6.3,59,en
Game Therapy,4.6,215,it
Judas Kiss,5.5,42,en
Dr. Cyclops,6.5,49,en
The Dark Tapes,5.4,91,en
Shopping,5.4,33,en
Ultraman Tiga & Ultraman Dyna: Warriors of the Star of Light,6,12,ja
Ditto,7,32,ko
ISRA 88,5,28,en
Gentlemen Broncos,5.8,132,en
The Dark Hours,5.7,72,en
Trick the Movie: Psychic Battle Royale,6.2,10,ja
Time Traveller: The Girl Who Leapt Through Time,6.2,46,ja
Battle Star Wars,5.1,33,en
Japan Sinks,5.1,22,ja
Adieu Galaxy Express 999,6.8,22,ja
A Ticket to Space,5.2,113,fr
AVH: Alien vs. Hunter,2.3,31,en
The Heroic Trio,6.4,51,cn
Vipers,4.3,28,en
Living Hell,5.3,56,en
The Club of Ugly Children,6.5,20,nl
Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: The Battle in Hyperspace,5.8,4,ja
A Fire in the Sky,5.8,6,en
The Humanoid,4.2,16,it
Talking to Heaven,5.6,20,en
Andover,5.4,33,en
Dead Space,3.5,32,en
Time Jumpers,4.9,15,en
Space Battleship Yamato,8.8,7,ja
Spaceman,9,2,en
Earth Defense Widow,0,0,ja
Joker,4.2,33,hi
Deathsport,4.2,28,en
Mobile Suit Gundam: The Origin III - Dawn of Rebellion,7.7,15,ja
Skyrunners,4.9,38,en
Uchuu Sentai Kyuranger vs. Space Squad,4.4,7,ja
Holocaust Cannibal,2,1,en
Creator,6.3,39,en
Gundam Reconguista in G Movie II: Bellri’s Fierce Charge,7,2,ja
Arrowhead,4.9,41,en
Power Rangers Ninja Storm: Samurai's Journey,6.8,14,en
The Frame,6.3,73,en
Rio 2096: A Story of Love and Fury,7.3,63,pt
Journey to the Center of the Earth,3.9,30,en
Kill Order,5.4,33,en
Phase 7,5.4,52,es
The Neptune Factor,4.9,34,en
"Psalms of Planets Eureka Seven: Good Night, Sleep Tight, Young Lovers",6.3,19,ja
Voyage of the Rock Aliens,4.6,19,en
Mazinkaiser vs Great Darkness General,6.8,5,ja
Prometheus Trap,3.3,8,en
RahXephon: Pluralitas Concentio,6,10,ja
Errors of the Human Body,5.3,45,en
Invisible Agent,6.2,28,en
Black Scorpion,6.5,11,en
Kishiryu Sentai Ryusoulger The Movie: Time Slip! Dinosaur Panic!!,0,0,ja
Iron Girl,5.2,5,ja
Red Faction: Origins,5.2,59,en
Attack of the Puppet People,4.8,41,en
The Raiders of Atlantis,5.1,37,it
Perfect Creature,5.4,72,en
Exo-Man,4.3,4,en
VHS,10,1,tr
Ellipse,4.2,22,en
Starship Rising,3.6,23,en
Thru the Moebius Strip,4.4,12,en
Lupinranger VS Patranger VS Kyuranger,4.6,5,ja
Dance of the Dead,5.3,40,en
Munchies,4.7,33,en
We Are from the Future,6.1,95,ru
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,6.6,56,en
Thunderbirds are GO,6.1,39,en
129,0,0,hu
Emmanuelle in Space 6: One Last Fling,5.4,8,en
Great Mazinger vs. Getter Robo G: The Great Space Encounter,5.9,10,ja
Jimmy Timmy Power Hour 2: When Nerds Collide,6.5,51,en
Date A Bullet: Dead or Bullet,7.5,17,ja
Star Wars Biomes,6.3,31,en
They Found Hell,4.7,42,en
Magical Girl Lyrical Nanoha: The Movie 2nd A's,6.3,6,ja
Ghost Machine,5.1,38,en
Fascists on Mars,6.5,131,it
Snowglobe,6.2,53,en
Spider-Man,5.6,11,ja
Madame Web,0,0,en
Diebuster: The Movie,6.3,6,ja
Alien Trespass,5.2,60,en
Officer Downe,4.5,51,en
DoBaaraa,7,1,hi
The Evil of Frankenstein,6.1,72,en
Magellan,5.1,39,en
The Hatching,4.5,22,en
Space Battleship Yamato 2199: Odyssey of the Celestial Ark,7.9,7,ja
The Island at the Top of the World,6.4,58,en
Super Kamen Rider Den-O Trilogy - Episode Blue: The Dispatched Imagin is Newtral,4.8,3,ja
The Crawling Eye,4.7,75,en
Untitled Animated Transformers Prequel,0,0,en
Submersion of Japan,6.8,13,ja
Dead End Drive-In,5.6,76,en
Man-Made Monster,6.4,21,en
Battle in Outer Space,6,31,ja
They Nest,5.5,38,en
The Last Starship,0,0,en
Bugs,4.5,18,en
Funky Forest: The First Contact,6.4,40,ja
I Married a Monster from Outer Space,6.1,46,en
Supercollider,4.5,26,en
State of Emergency,5.2,62,pt
Scanners III: The Takeover,4.3,61,en
Fried Barry,5.3,44,en
"Doctor Who: The Doctor, the Widow and the Wardrobe",6.8,91,en
"Gappa, the Triphibian Monster",5.1,28,ja
Starchaser: The Legend of Orin,6.1,36,en
Kid's Story,7.1,117,en
Spider-Ham: Caught in a Ham,6.9,164,en
The Rats,5.6,60,en
Nightmare City 2035,3.9,14,en
Hybrids,6.7,10,fr
The Powerpuff Girls: 'Twas the Fight Before Christmas,7,19,en
The Second Renaissance Part II,7.5,114,en
Date a Live,8.5,2,ja
Death Watch,6.5,77,fr
Almost Human,4.7,88,en
Sixty Million Dollar Man,6,38,cn
Jet Stream,5.3,22,en
The Man Who Could Cheat Death,5.8,45,en
Caved In: Prehistoric Terror,3.4,27,en
Outlaw of Gor,2.8,18,en
Scanner Cop,5.6,28,en
Beyond,7.2,91,en
The Prodigies,6.1,91,fr
Tobor the Great,5.4,20,en
R.I.A (Override),6.2,10,en
Independents' Day,3.8,50,en
The Reluctant Astronaut,6.4,30,en
Journey to the Center of the Earth,3.5,11,en
Gehenna: Where Death Lives,5.2,32,en
2149: The Aftermath,6.6,32,en
Mobile Suit Gundam: The Origin II - Artesia's Sorrow,7.5,13,ja
War of the Colossal Beast,3.8,31,en
Dr. Goldfoot and the Bikini Machine,5.3,44,en
Kamen Rider Den-O The Movie: I’m Born!,6.8,6,ja
Birdemic 2: The Resurrection,2.2,89,en
Star Crystal,4,21,en
Zyuden Sentai Kyoryuger: 100 YEARS AFTER,7,2,ja
Kekko Kamen Forever,0,0,ja
Kamen Rider x Kamen Rider Fourze & OOO Movie Wars Mega Max,5.8,6,ja
King Cobra,4.6,29,en
Yakuza Weapon,4.5,11,ja
"Kamen Rider Fourze The Movie: It’s Space Time, Everybody!",5.5,7,ja
Kamen Rider Amazons The Movie: The Final Judgment,8.3,3,ja
The Astro-Zombies,3.8,26,en
Moon Warriors,6.4,23,cn
Carnage: Swallowing the Past,6.9,30,en
The Man from Planet X,5.7,54,en
Ragin Cajun Redneck Gators,3.8,16,en
Poison,6.3,51,en
Armitage: Dual Matrix,6.4,36,ja
Progeny,4.8,29,en
Alien from L.A.,3,42,en
Beyond the Infinite Two Minutes,7.2,66,ja
Earth vs. the Spider,5.8,62,en
Dr. Jekyll and Mr. Hyde,4.6,27,en
Headspace,5.2,31,en
1984,6.6,82,en
Mobile Suit Gundam: The Origin VI – Rise of the Red Comet,7.1,15,ja
Prehysteria! 3,5,9,en
Terminatrix,3,2,ja
The Apple,4.5,37,en
InAlienable,2.6,10,en
Star Trek 4,0,0,en
Silent Möbius,4.5,8,ja
Megazone 23 II,6.3,10,ja
Mill of the Stone Women,6,50,it
The Dark Lurking,3.5,22,en
Kishiryu Sentai Ryusoulger VS Lupinranger VS Patranger,0,0,ja
Countdown,5.8,28,en
Blue Gender: The Warrior,5.8,3,ja
The Children,5.4,49,en
Life After Flash,6.1,16,en
Raptor Ranch,4.4,18,en
The Horror of Frankenstein,5.8,46,en
Mutant Girls Squad,5.7,35,ja
Meant To Be,5.5,16,sv
Mysterious Island,4.8,27,en
Robot Wars,4.6,23,en
Divine Love,6.1,65,pt
They Were Eleven,6.9,16,ja
They Crawl Beneath,0,0,en
Son of Flubber,6.1,47,en
Alien: Covenant - Prologue: Meet Walter,6.4,35,en
Chrysalis,5.1,61,fr
Dinotopia: Quest for the Ruby Sunstone,6,16,en
Only,5.5,98,en
Dead and Deader,5.3,22,en
Nobunaga Concerto: The Movie,7,12,ja
Diamantino,6.1,69,pt
Poseidon Rex,4,45,en
Timebomb,5.2,38,en
Crack in the World,5.8,48,en
Princess from the Moon,6.4,15,ja
Frankenstein and the Monster from Hell,6.1,69,en
Emmanuelle Through Time: Emmanuelle's Skin City,5.7,7,en
In Space with Markiplier,8,11,en
The Angry Red Planet,5.6,56,en
Captain America II: Death Too Soon,3.8,34,en
Rogue Squadron,0,0,en
Quintet,5.2,49,en
Lady Frankenstein,5,39,it
Denji Sentai Megaranger vs Carranger,6.1,4,ja
The Facility,5.4,33,en
Capsule,5.3,60,en
Road to Mars,5.5,21,es
The Terror Within,4.1,34,en
SeX,5.7,3,es
Super Kamen Rider Den-O & Decade NEO Generations: The Onigashima Warship,4.8,3,ja
The Deadly Mantis,4.9,54,en
Entrails of a Virgin,4.5,17,ja
Mobile Suit Gundam: The Origin V: Clash at Loum,7.5,11,ja
Helix,5.7,18,en
The Incredible Mr. Limpet,6.1,72,en
America 3000,4,24,en
Date A Bullet: Nightmare or Queen,7.8,41,ja
The Vortex,6.9,12,en
The Day of the Dolphin,5.9,37,en
Adios Freakin’ Monsters from Venus,5.7,375,it
Food of the Gods II,4.6,22,en
The Werewolf,5.4,37,en
Dragons: Fire & Ice,8,6,en
Girls in Trouble: Space Squad Episode Zero,9.4,5,ja
Wheels of Fire,3.7,15,en
Cyst,4.3,25,en
Ferocious Planet,4.6,36,en
Antibody,4.3,27,en
Remote Control,5.5,28,en
Peut-être,5.4,55,fr
Blue World Order,4.7,14,en
A Feral World,6.1,21,en
Decoder,5.7,26,de
Frankenstein 1970,5.1,26,en
Sol Levante,5.3,36,ja
Testament,6.3,87,en
Macross Δ the Movie: Absolute Live!!!!!!,10,1,ja
Bad Girl Island,4.6,19,en
The Visitation,4.8,39,en
Promare: Lio-hen,6.6,17,ja
The Creature Walks Among Us,5.7,54,en
The Breastford Wives,4.1,14,en
Flash Gordon Conquers the Universe,5.5,14,en
Star Odyssey,2,13,it
Britannia Hospital,6.5,50,en
Electra,3.3,8,en
World Record,6.8,92,en
Couple From The Future,6.8,29,ru
Frontier,5.2,28,ru
Day of the Animals,5,53,en
Max Steel: Endangered Species,7,22,en
Living Among Us,6.4,34,en
The Chain Reaction,5.6,31,en
Real,6,50,ja
Jurassic Shark,2.6,75,en
Bride of the Monster,4.6,81,en
Snow Beast,4.6,29,en
Nightmares,5.7,64,en
Riddles of the Sphinx,4,14,en
Strange Blood,3.6,41,en
Full Metal Yakuza,5.9,39,ja
Black Easter,5.8,29,en
Mass Effect: Paragon Lost,6.4,33,en
World of Tomorrow,7.9,251,en
Malignant,4.4,13,en
Garuda,3.6,8,th
The Batwoman,5.9,23,es
Another Heaven,6,20,ja
The Damned,6.3,84,en
Plastic Little: The Adventures of Captain Tita,5.7,20,ja
The Moon is a Hologram,0,0,en
Chouriki Sentai Ohranger: Olé vs Kakuranger,4.9,5,ja
Mantera,3.8,7,en
Another World,3.8,53,he
Scanner Cop II,5.3,20,en
Alien Apocalypse,3.8,56,en
Lady Terminator,5.1,34,id
Crimes of the Future,4.7,59,en
The Nude Vampire,4.9,34,en
Humanoids from the Deep,3.6,14,en
The Dust Factory,5.9,31,en
Zanox,0,0,hu
Embryo,4.3,23,en
RoboGeisha,5.3,54,ja
Mozart from Space,3.5,4,zh
Barbie and the Sensations: Rockin' Back to Earth,7.8,15,en
Aria the Crepuscolo,7.3,6,ja
Thirst,4.9,20,en
Deep Space,4.5,23,en
Lazer Team 2,5.8,29,en
The Stairs,4.2,10,en
Trancers 3: Deth Lives,6.2,33,en
The Visit: An Alien Encounter,6,21,en
Das Spiel Endet,0,0,de
The Blackout,4,20,en
"I, Monster",5.5,28,en
BlackJacks,4.7,15,en
Visit to a Small Planet,5,23,en
Devil Girl from Mars,5.8,29,en
It's a Summer Film!,7.3,19,ja
Conquest of Space,5.6,32,en
The Cannibal in the Jungle,6.2,5,en
Naked Souls,3.9,21,de
Star Leaf,4.1,20,en
The Unborn,4.9,27,en
Mothman,3.9,25,en
Harmony,6.8,26,en
Boy 7,6,72,de
The Invisible Ray,6.2,39,en
Scintilla,4.8,43,en
Deep Core,3.6,14,en
95ers: Time Runners,4.1,30,en
American Cyborg: Steel Warrior,5,29,en
Night of the Bloody Apes,5.6,43,es
Age of Ice,4.1,49,en
The Land of the Sons,6.2,60,it
The Mangler Reborn,4.7,21,en
Carnosaur 3: Primal Species,4.2,27,en
Unleashed,6.3,52,en
Lorelei: The Witch of the Pacific Ocean,5.8,13,ja
The Super Inframan,6,50,zh
Masters of the Universe,0,0,en
Mega Monster Battle: Ultra Galaxy Legends The Movie,8.3,4,en
Exodus,4.8,9,en
Blood Machines,6.5,37,en
Flying Monkeys,4.9,22,en
Teenage Caveman,3.6,44,en
Astro,4.4,16,en
Code Geass: Lelouch of the Rebellion – Transgression,6.9,14,ja
The Void,3.5,11,en
Sanctuary Population One,5.6,25,en
Hundra,4.9,20,es
The Beast of Yucca Flats,2.1,68,en
The Big Step,6.8,66,it
Griff the Invisible,5.7,72,en
Jimmy Timmy Power Hour 3: The Jerkinators!,6.2,36,en
Boy 7,5.6,55,nl
The Horror of Party Beach,4.8,32,en
TC 2000,5.6,43,en
Triassic World,3.6,19,en
Kronos,5.6,28,en
Killer Tomatoes Strike Back!,4.3,26,en
Boonie Bears: The Wild Life,3.8,3,zh
The Mangler 2,3.6,24,en
Spawn of the Slithis,4.9,29,en
Robowar,4.3,29,it
Lily C.A.T.,5.8,25,ja
20 Years After,3.1,37,en
Insight,6.2,10,en
Devil's Triangle,4.3,7,en
Mind Ripper,4.3,42,en
Message from Space,6.1,34,ja
Embryo,5.6,64,es
Final,5.5,18,en
One-Eyed Monster,4.5,50,en
Monster Island,3.6,23,en
Hammerhead,4.2,28,en
"The World, the Flesh and the Devil",6.5,52,en
Zombie 108,3.9,11,zh
Jurassic School,5.4,10,en
Kamen Rider × Super Sentai: Super Hero Wars,5.6,8,ja
Time Walker,4.1,24,en
School in the Crosshairs,5.2,14,ja
Mutants,3,14,en
Armageddon Tales,6.1,8,en
Space Raiders,4.9,26,en
The Guardians of the Galaxy Holiday Special,0,0,en
Imitation Girl,4.7,26,en
Solar Crisis,4.5,24,en
Gamera vs. Jiger,6.2,41,ja
Assault Girls,4.7,27,ja
Battle for the Lost Planet,4.1,7,en
My Zoe,6.8,41,en
Contagion,3.4,10,en
Giantess Attack,5.5,4,en
Hungerford,4.1,89,en
Housewives from Another World,6,10,en
The Return of the Incredible Hulk,5.9,16,en
Doctor Who: Time Crash,7.8,80,en
Emmanuelle in Space 7: The Meaning of Love,4.6,6,en
Radioactive Dreams,5.1,24,en
Alien Sex Files: Aliens Gone Wild,3.5,6,en
Mr. X,5.4,18,hi
Zyuden Sentai Kyoryuger The Movie: The CHOMPACHOMP of Music!,4,6,ja
Attack of the Gryphon,4.2,15,en
Equalizer 2000,3.9,10,en
Deadful Melody,5.3,16,zh
Alien Nation: The Udara Legacy,6,16,en
Legend of Lemnear,5.1,10,ja
The Return of Doctor X,6.1,37,en
A Princesa Xuxa e os Trapalhões,5.1,61,pt
Cities of Last Things,6.6,52,zh
The Secret of the Third Planet,7.2,79,ru
The Cathedral,7.1,78,pl
Engine Sentai Go-onger: Boom Boom! Bang Bang! Movie BANG!,5.9,5,ja
Journey to the Center of the Earth,3.1,14,en
Ultraman Cosmos vs. Ultraman Justice: The Final Battle,3.5,2,ja
Karate-Robo Zaborgar,6,14,ja
Tuvalu,6.1,25,de
The Atomic Submarine,5.4,28,en
Pass Thru,4.2,31,en
The Alien Dead,2.7,22,en
Konga,4.3,18,en
The Millennium Bug,6,18,en
Star Wars: Droids - The Great Heep,7,9,en
Untitled Star Wars Film,0,0,en
4 Horsemen: Apocalypse,6.8,36,en
Big Freaking Rat,3.8,4,en
Zombie Apocalypse,5.8,6,en
Asteroid,5.9,37,en
Journey to the Seventh Planet,4.8,35,en
Cyborg 3: The Recycler,3.7,21,en
Monster on the Campus,6.3,35,en
After the Pandemic,3.3,4,en
Alien: Reign of Man,4.9,8,en
Closer to God,5.6,31,en
Super Eruption,6.2,37,en
District C-11,5.8,9,en
Kamen Rider OOO 10th: The Core Medals of Resurrection,5,4,ja
Tokusou Sentai Dekaranger: 10 YEARS AFTER,7.7,3,ja
The Last Scout,4.3,32,en
Los Rodríguez y el más allá,5.4,36,es
Mammoth,4.8,45,en
Femalien 2,2,5,en
Schlock,5.9,40,en
Fire Serpent,4.3,18,en
Albertine Where Are You?,0,0,it
Mashin Sentai Kiramager vs. Ryusoulger,6.5,3,ja
Project X,6.1,10,en
Island of the Fishmen,5.7,50,it
My Grandpa Is an Alien,7.5,17,hr
Judgment Day,5.2,14,en
Robo-Dog,6.1,21,en
The Arrival of Wang,5.9,31,it
Collision Earth,4.3,19,en
Star Wars Rebels: Steps Into Shadow,8.1,32,en
Eyeborgs,4.7,49,en
Man Facing Southeast,7.7,52,es
Golden Years,6.1,36,en
Metamorphosis : The Alien Factor,4.8,19,en
Oblivion,5.3,24,en
Project Moon Base,2.8,17,en
Kaizoku Sentai Gokaiger: The Movie - The Flying Ghost Ship,6.1,10,ja
Mobile Suit Gundam Thunderbolt: December Sky,7.6,14,ja
Adventures of Captain Marvel,6.2,19,en
Meow,4.7,9,cn
Doctor Who: The 60th Anniversary Special,0,0,en
Infinitum: Subject Unknown,5.9,12,en
Kamen Rider Prime Rogue,7,1,ja
Mobile Suit Gundam Thunderbolt: Bandit Flower,6.7,11,ja
Ressha Sentai ToQger Returns: Super ToQ #7 of Dreams,0,0,ja
Ghost Source Zero,6.4,5,en
Extraction Point,5.6,34,en
The Pumaman,2.6,60,en
Kamen Rider Ghost: The 100 Eyecons and Ghost’s Fateful Moment,0,0,ja
I Am Toxic,4.7,14,es
Tasmanian Devils,5.3,29,en
Dragon Crusaders,2.7,27,en
Prisoners of the Lost Universe,3.6,37,en
The Hug,6.5,16,en
Sergeant Keroro The Super Duper Movie 2: Deep Sea Princess,6.1,5,ja
Precure Miracle Universe,6,1,ja
Scavengers,3.2,15,de
4D Man,5.6,38,en
Tales That Witness Madness,5.4,35,en
Slash Back,7.4,5,en
The Terminal Man,5.4,35,en
Elysium,4.3,15,en
Stranded,5.3,34,en
Transmorphers,3.1,52,en
Infini-T Force the Movie: Farewell Gatchaman My Friend,5.5,3,ja
Knight Rider 2010,5.3,10,en
Spaceless,0,0,en
Independence Day: The ID4 Invasion,6.4,7,en
Robotech: Love Live Alive,7,4,en
Defective,4.6,17,en
Pokémon: Mewtwo - Prologue to Awakening,7.1,14,ja
Invincible,6.3,9,en
RUN,2,1,en
I Love Maria,6.1,10,cn
Unidentified Flying Oddball,5.2,23,en
Class of 1999 II - The Substitute,4.5,40,en
Amphibian Man,6.9,55,ru
Not of This Earth,4.5,41,en
Venomous,5.2,13,en
Twilight Zone: Rod Serling's Lost Classics,6.5,13,en
Final Days of Planet Earth,5,19,en
BraveStorm,5.7,6,ja
Queen of Outer Space,5.2,22,en
New Alcatraz,3.7,37,en
Left Behind: World at War,4.2,53,en
Black Magic M-66,6.1,22,ja
Anemone: Eureka Seven Hi-Evolution,8,1,ja
Jurassic Attack,4,38,en
Momentum,5.1,6,en
Kamen Rider Gaim the Movie: The Great Soccer Match! The Golden Fruit Cup!,5,2,ja
Christmas Icetastrophe,5.9,48,en
The Dark,4.6,25,en
The Big Empty,6.2,52,en
Mushi-Shi: The Movie,6.2,31,ja
Bikini Girls on Dinosaur Planet,2.8,11,en
Astronaut: The Last Push,5.4,52,en
Crawl or Die,5.1,64,en
Timestalkers,5.3,26,en
The Brain from Planet Arous,5.1,28,en
Bloody Mallory,4.8,25,fr
"Kalimán, the Incredible Man",7.3,63,es
Toxic Skies,4.8,20,en
65,0,0,en
Something Beneath,3.8,17,en
Drone Wars,5.1,39,en
Malevil,6.5,21,fr
The Lost Skeleton of Cadavra,6.5,63,en
Stargate SG-1: True Science,8,13,en
Slayer,5.3,24,en
Martian Land,3.4,38,en
Snakehead Terror,5.1,25,en
June,3.9,50,en
Sex and the Future,5.1,8,en
Executioners,6,19,cn
Genius Party,6.4,33,ja
Ultraman R/B The Movie: Select! The Crystal of Bond,7.7,6,ja
Perfect,5.5,22,en
The Borrower,4.9,43,en
Death of a President,5.7,56,en
Making Contact,5.7,39,en
Creatures,5.1,9,en
Ultraman Tiga: The Final Odyssey,5.6,12,ja
Prayer of the Rollerboys,6,23,en
Snakehead Swamp,5.1,32,en
Final Space,8.2,19,en
Parallel Minds,5.7,6,en
Lust in Space,3.5,2,en
Flying Virus,4,15,en
Space Runaway Ideon: Be Invoked,8.3,7,ja
The Thing Below,3.8,20,en
G.I. Samurai,6,19,ja
Extraordinary: The Stan Romanek Story,6.4,62,en
The Invisible Man Returns,6.3,81,en
Let Us In,4.8,12,en
Phoenix 2772,5.9,16,ja
The Mysterians,6.6,30,ja
Attack of the Crab Monsters,5.1,52,en
Space Milkshake,5.6,30,en
Loups=Garous,5.1,15,ja
X: The Unknown,6.3,55,en
Program,6.9,93,en
Snake Outta Compton,3.2,24,en
Terminal Invasion,4.8,35,en
The Tomorrow War 2,0,0,en
Terror Birds,4.7,15,en
Twilight of the Dark Master,4.5,11,ja
Crossbreed,4.4,11,en
Night Sky,0,0,en
Megazone 23,7,17,ja
The Eden Theory,4,1,en
Turks in Space,2.2,39,tr
Knights of Sidonia: The Movie,3.8,3,ja
The Last Man on Earth,5.8,32,it
The New Barbarians,4.1,48,en
Everything Beautiful Is Far Away,7,23,en
Woman in the Moon,7.4,72,de
Earth vs. the Spider,4.8,44,en
Space Squad: Space Sheriff Gavan vs. Tokusou Sentai Dekaranger,8.2,7,ja
Depraved,5.5,34,en
